job_title,company_name,city,province,experience,years_of_exp,skills
Flutter Mobile Developer (Mid-Level / Senior),Mint-Ops -,"Nasr City, Cairo, Egypt",Cairo,Experienced,2 - 5 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Android', 'Computer Science', 'Mobile Development']"
iOS App Developer,Confidential -,"Koeln, Germany",Germany,Experienced,3 - 20 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Android', 'Computer Science', 'Mobile Development']"
Technical Support,KidZania Cairo -,"New Cairo, Cairo, Egypt",Cairo,Entry Level,1 - 2 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Android', 'Computer Science', 'Mobile Development']"
ERP Expert (SCM & OPM),Wadi Group -,"Sheikh Zayed, Giza, Egypt",Giza,Experienced,5+ Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Android', 'Computer Science', 'Mobile Development']"
Oracle Developer Forms,Ultimate Solutions Egypt -,"Sheikh Zayed, Giza, Egypt",Giza,Experienced,2 - 3 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Android', 'Computer Science', 'Mobile Development']"
Technical Lead,Billqode -,"Sheraton, Cairo, Egypt",Cairo,Experienced,8 - 10 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Android', 'Computer Science', 'Mobile Development']"
Senior Front End Developer,Billqode -,"Sheraton, Cairo, Egypt",Cairo,Experienced,5 - 7 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Android', 'Computer Science', 'Mobile Development']"
Internship - Software Account Sales,Quanvex -,"Giza, Egypt",Egypt,Student,Computer Science,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Android', 'Computer Science', 'Mobile Development']"
Technical Office Engineer,Bita Misr -,"Giza, Egypt",Egypt,Entry Level,0 - 3 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Android', 'Computer Science', 'Mobile Development']"
IT Support Specialist,ICRMS -,"Maadi, Cairo, Egypt",Cairo,Entry Level,Computer Science,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Android', 'Computer Science', 'Mobile Development']"
Oracle Developer,PACHIN FOR PAINTS -,"Obour City, Cairo, Egypt",Cairo,Experienced,5 - 10 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Android', 'Computer Science', 'Mobile Development']"
Flutter Developer,JaddIT -,"6th of October, Giza, Egypt",Giza,Student,2 - 5 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Android', 'Computer Science', 'Mobile Development']"
EHS Specialist,RISEUP (Endemag for Administrative Skills Development) -,"Ain Sokhna, Suez, Egypt",Suez,Experienced,3 - 8 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Android', 'Computer Science', 'Mobile Development']"
System & Cloud Administrator,Tawfeer -,"Maadi, Cairo, Egypt",Cairo,Experienced,3 - 5 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Android', 'Computer Science', 'Mobile Development']"
QHSE Manager,Confidential -,"Maadi, Cairo, Egypt",Cairo,Manager,8 - 10 Yrs of Exp,"['R&D/Science', 'Quality', 'Engineering - Other', 'HSE', 'Engineering', 'NEBOSH', 'ISO', 'Safety Management', 'Health And Safety', 'Science']"
ERP Product Owner (PO),Tawfeer -,"Maadi, Cairo, Egypt",Cairo,Experienced,3 - 5 Yrs of Exp,"['R&D/Science', 'Quality', 'Engineering - Other', 'HSE', 'Engineering', 'NEBOSH', 'ISO', 'Safety Management', 'Health And Safety', 'Science']"
Backend Developers (Node.JS),CASCO Group -,"Cairo, Egypt",Egypt,Experienced,3+ Yrs of Exp,"['R&D/Science', 'Quality', 'Engineering - Other', 'HSE', 'Engineering', 'NEBOSH', 'ISO', 'Safety Management', 'Health And Safety', 'Science']"
Junior Front End Developer,Efada Technology -,"6th of October, Giza, Egypt",Giza,Entry Level,2 - 2 Yrs of Exp,"['R&D/Science', 'Quality', 'Engineering - Other', 'HSE', 'Engineering', 'NEBOSH', 'ISO', 'Safety Management', 'Health And Safety', 'Science']"
IT Specialist,ILUJIS     -,"Maadi, Cairo, Egypt",Cairo,Experienced,5 - 7 Yrs of Exp,"['R&D/Science', 'Quality', 'Engineering - Other', 'HSE', 'Engineering', 'NEBOSH', 'ISO', 'Safety Management', 'Health And Safety', 'Science']"
AI Software Engineer,TechJump -,"Cairo, Egypt",Egypt,Experienced,3 - 5 Yrs of Exp,"['R&D/Science', 'Quality', 'Engineering - Other', 'HSE', 'Engineering', 'NEBOSH', 'ISO', 'Safety Management', 'Health And Safety', 'Science']"
"Product Specialist / Cairo, Giza & Alex.",EGMED -,"Cairo, Egypt",Egypt,Entry Level,1 - 4 Yrs of Exp,"['R&D/Science', 'Quality', 'Engineering - Other', 'HSE', 'Engineering', 'NEBOSH', 'ISO', 'Safety Management', 'Health And Safety', 'Science']"
ERP Functional Support Specialist / Engineer (Microsoft Dynamics),Eagle Chemicals -,"Heliopolis, Cairo, Egypt",Cairo,Entry Level,1 - 2 Yrs of Exp,"['R&D/Science', 'Quality', 'Engineering - Other', 'HSE', 'Engineering', 'NEBOSH', 'ISO', 'Safety Management', 'Health And Safety', 'Science']"
Odoo Developer,Kandil Industries -,"Nasr City, Cairo, Egypt",Cairo,Experienced,3 - 10 Yrs of Exp,"['R&D/Science', 'Quality', 'Engineering - Other', 'HSE', 'Engineering', 'NEBOSH', 'ISO', 'Safety Management', 'Health And Safety', 'Science']"
Odoo Implementer,Kandil Industries -,"Nasr City, Cairo, Egypt",Cairo,Experienced,2 - 7 Yrs of Exp,"['R&D/Science', 'Quality', 'Engineering - Other', 'HSE', 'Engineering', 'NEBOSH', 'ISO', 'Safety Management', 'Health And Safety', 'Science']"
Senior Process Engineer,ICON Holding -,"Helwan, Cairo, Egypt",Cairo,Experienced,3 - 4 Yrs of Exp,"['R&D/Science', 'Quality', 'Engineering - Other', 'HSE', 'Engineering', 'NEBOSH', 'ISO', 'Safety Management', 'Health And Safety', 'Science']"
Software Application Support Engineer,Softec Technologies -,"Maadi, Cairo, Egypt",Cairo,Entry Level,1 - 3 Yrs of Exp,"['R&D/Science', 'Quality', 'Engineering - Other', 'HSE', 'Engineering', 'NEBOSH', 'ISO', 'Safety Management', 'Health And Safety', 'Science']"
Senior Frontend Developer- React & React Native,Egabi FSI  -,"Sheraton, Cairo, Egypt",Cairo,Experienced,3 - 6 Yrs of Exp,"['R&D/Science', 'Quality', 'Engineering - Other', 'HSE', 'Engineering', 'NEBOSH', 'ISO', 'Safety Management', 'Health And Safety', 'Science']"
Senior Business Analyst,innotech -,"Dokki, Giza, Egypt",Giza,Manager,7 - 12 Yrs of Exp,"['R&D/Science', 'Quality', 'Engineering - Other', 'HSE', 'Engineering', 'NEBOSH', 'ISO', 'Safety Management', 'Health And Safety', 'Science']"
PHP Laravel Back-end Developer -Fresh Graduate - Remotely,Alexandria For Programming -,"Bolkly, Alexandria, Egypt",Alexandria,Entry Level,0 - 1 Yrs of Exp,"['R&D/Science', 'Quality', 'Engineering - Other', 'HSE', 'Engineering', 'NEBOSH', 'ISO', 'Safety Management', 'Health And Safety', 'Science']"
Server & Storage Pre Sales Engineer,SABA -,"Heliopolis, Cairo, Egypt",Cairo,Experienced,4 - 7 Yrs of Exp,"['Engineering - Telecom/Technology', 'Engineering', 'Information Technology (IT)', 'Storage', 'Servers', 'Software', 'Computer Engineering', 'Automation', 'Computer Science', 'Electronics']"
BMC Helix Operations Management BHOM lead,MAGNOOS Information Systems -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,5 - 10 Yrs of Exp,"['Engineering - Telecom/Technology', 'Engineering', 'Information Technology (IT)', 'Storage', 'Servers', 'Software', 'Computer Engineering', 'Automation', 'Computer Science', 'Electronics']"
Oracle DBA,MOBILY INFOTECH LTD INDIA -,"Cairo, Egypt",Egypt,Experienced,6 - 8 Yrs of Exp,"['Engineering - Telecom/Technology', 'Engineering', 'Information Technology (IT)', 'Storage', 'Servers', 'Software', 'Computer Engineering', 'Automation', 'Computer Science', 'Electronics']"
Lab Chemist Intern - Alexandria,Prometeon tyres group – Egypt -,"Ameria, Alexandria, Egypt",Alexandria,Entry Level,0 - 1 Yrs of Exp,"['Engineering - Telecom/Technology', 'Engineering', 'Information Technology (IT)', 'Storage', 'Servers', 'Software', 'Computer Engineering', 'Automation', 'Computer Science', 'Electronics']"
Senior Angular Developer,Al Ateeq Software -,"Heliopolis, Cairo, Egypt",Cairo,Experienced,5 - 7 Yrs of Exp,"['Engineering - Telecom/Technology', 'Engineering', 'Information Technology (IT)', 'Storage', 'Servers', 'Software', 'Computer Engineering', 'Automation', 'Computer Science', 'Electronics']"
"Principal Product Manager, LearnWith.AI (Remote) - $200,000/year USD",Trilogy -,"Dubai, United Arab Emirates",United Arab Emirates,Manager,5 - 10 Yrs of Exp,"['Engineering - Telecom/Technology', 'Engineering', 'Information Technology (IT)', 'Storage', 'Servers', 'Software', 'Computer Engineering', 'Automation', 'Computer Science', 'Electronics']"
Analytical Chemist," ELVAN Knitting, Dyeing and finishing S.A.E -","Bourj Alarab, Alexandria, Egypt",Alexandria,Entry Level,1 - 3 Yrs of Exp,"['Engineering - Telecom/Technology', 'Engineering', 'Information Technology (IT)', 'Storage', 'Servers', 'Software', 'Computer Engineering', 'Automation', 'Computer Science', 'Electronics']"
Senior Mobile iOS Engineer (Last Mile Delivery),Yassir -,"Riyadh, Saudi Arabia",Saudi Arabia,Not specified,5 - 10 Yrs of Exp,"['Engineering - Telecom/Technology', 'Engineering', 'Information Technology (IT)', 'Storage', 'Servers', 'Software', 'Computer Engineering', 'Automation', 'Computer Science', 'Electronics']"
Senior AI Engineer,Link Development -,"Cairo, Egypt",Egypt,Experienced,2 - 5 Yrs of Exp,"['Engineering - Telecom/Technology', 'Engineering', 'Information Technology (IT)', 'Storage', 'Servers', 'Software', 'Computer Engineering', 'Automation', 'Computer Science', 'Electronics']"
Backend Developer,Zad aljoud  -,"Riyadh, Saudi Arabia",Saudi Arabia,Experienced,6 - 20 Yrs of Exp,"['Engineering - Telecom/Technology', 'Engineering', 'Information Technology (IT)', 'Storage', 'Servers', 'Software', 'Computer Engineering', 'Automation', 'Computer Science', 'Electronics']"
Cost Control Engineer,Genedy Construction -,"Maadi, Cairo, Egypt",Cairo,Experienced,2 - 3 Yrs of Exp,"['Engineering - Telecom/Technology', 'Engineering', 'Information Technology (IT)', 'Storage', 'Servers', 'Software', 'Computer Engineering', 'Automation', 'Computer Science', 'Electronics']"
Mechanical Engineer For (Electrical Panels),Total Air -,"Helwan, Cairo, Egypt",Cairo,Experienced,2 - 5 Yrs of Exp,"['Engineering - Telecom/Technology', 'Engineering', 'Information Technology (IT)', 'Storage', 'Servers', 'Software', 'Computer Engineering', 'Automation', 'Computer Science', 'Electronics']"
Site Mechanical Engineer,Total Air -,"Cairo, Egypt",Egypt,Experienced,7 - 20 Yrs of Exp,"['Engineering - Telecom/Technology', 'Engineering', 'Information Technology (IT)', 'Storage', 'Servers', 'Software', 'Computer Engineering', 'Automation', 'Computer Science', 'Electronics']"
Senior UX/UI Designer,Dimofinf Operations Center -,"Nasr City, Cairo, Egypt",Cairo,Experienced,3 - 6 Yrs of Exp,"['Engineering - Telecom/Technology', 'Engineering', 'Information Technology (IT)', 'Storage', 'Servers', 'Software', 'Computer Engineering', 'Automation', 'Computer Science', 'Electronics']"
Application Support Engineer,etisal for advanced industries  -,"6th of October, Giza, Egypt",Giza,Entry Level,1 - 3 Yrs of Exp,"['Engineering - Telecom/Technology', 'Engineering', 'Information Technology (IT)', 'Storage', 'Servers', 'Software', 'Computer Engineering', 'Automation', 'Computer Science', 'Electronics']"
Backend Developer (JavaScript - Node.js),FuturEra For Digital Solutions -,"Cairo, Egypt",Egypt,Experienced,2 - 4 Yrs of Exp,"['IT/Software Development', 'Backend developer', 'backend', 'developer', 'JavaScript', 'Node.js', 'Software Development', 'Android', 'computer', 'Computer Science']"
"Director, Talent Science",Canonical -,"Riyadh, Saudi Arabia",Saudi Arabia,Manager,computer science,"['IT/Software Development', 'Backend developer', 'backend', 'developer', 'JavaScript', 'Node.js', 'Software Development', 'Android', 'computer', 'Computer Science']"
Sales Engineer,Misr International Systems  -,"Giza, Giza, Egypt",Giza,Experienced,3 - 7 Yrs of Exp,"['IT/Software Development', 'Backend developer', 'backend', 'developer', 'JavaScript', 'Node.js', 'Software Development', 'Android', 'computer', 'Computer Science']"
Health Information Specialist,Mersal  -,"Maadi, Cairo, Egypt",Cairo,Experienced,2 - 4 Yrs of Exp,"['IT/Software Development', 'Backend developer', 'backend', 'developer', 'JavaScript', 'Node.js', 'Software Development', 'Android', 'computer', 'Computer Science']"
Mid-Level Full Stack Developer (NestJS + React),Apes Enterprise Solutions  -,"6th of October, Giza, Egypt",Giza,Experienced,2+ Yrs of Exp,"['IT/Software Development', 'Backend developer', 'backend', 'developer', 'JavaScript', 'Node.js', 'Software Development', 'Android', 'computer', 'Computer Science']"
IT Specialist,Confidential -,"6th of October, Giza, Egypt",Giza,Entry Level,0 - 3 Yrs of Exp,"['IT/Software Development', 'Backend developer', 'backend', 'developer', 'JavaScript', 'Node.js', 'Software Development', 'Android', 'computer', 'Computer Science']"
Production Chemist,Intertrade Co.  -,"10th of Ramadan City, Sharqia, Egypt",Sharqia,Experienced,2 - 4 Yrs of Exp,"['IT/Software Development', 'Backend developer', 'backend', 'developer', 'JavaScript', 'Node.js', 'Software Development', 'Android', 'computer', 'Computer Science']"
Junior Planning Engineer,Delta Egypt For Lighting  -,"Obour City, Cairo, Egypt",Cairo,Entry Level,1 - 2 Yrs of Exp,"['IT/Software Development', 'Backend developer', 'backend', 'developer', 'JavaScript', 'Node.js', 'Software Development', 'Android', 'computer', 'Computer Science']"
Bus. Solutions Support Coordinator,ASMO -,"Riyadh, Saudi Arabia",Saudi Arabia,Entry Level,0 - 2 Yrs of Exp,"['IT/Software Development', 'Backend developer', 'backend', 'developer', 'JavaScript', 'Node.js', 'Software Development', 'Android', 'computer', 'Computer Science']"
AI Engineer,AgChat -,"Cairo, Egypt",Egypt,Entry Level,1+ Yrs of Exp,"['IT/Software Development', 'Backend developer', 'backend', 'developer', 'JavaScript', 'Node.js', 'Software Development', 'Android', 'computer', 'Computer Science']"
IT-Administrator m/w/d - Client-Management - Infrastruktur -,Hoftex Group AG -,"Riyadh, Saudi Arabia",Saudi Arabia,Not specified,0 - 2 Yrs of Exp,"['IT/Software Development', 'Backend developer', 'backend', 'developer', 'JavaScript', 'Node.js', 'Software Development', 'Android', 'computer', 'Computer Science']"
IT Specialist,Aayan Developments -,"New Cairo, Cairo, Egypt",Cairo,Experienced,2 - 4 Yrs of Exp,"['IT/Software Development', 'Backend developer', 'backend', 'developer', 'JavaScript', 'Node.js', 'Software Development', 'Android', 'computer', 'Computer Science']"
Infection Control Specialist,Misr International Hospital -,"Dokki, Giza, Egypt",Giza,Entry Level,1 - 3 Yrs of Exp,"['IT/Software Development', 'Backend developer', 'backend', 'developer', 'JavaScript', 'Node.js', 'Software Development', 'Android', 'computer', 'Computer Science']"
MIS Senior Specialist,Etisalat Egypt -,"Maadi, Cairo, Egypt",Cairo,Entry Level,1 - 3 Yrs of Exp,"['IT/Software Development', 'Backend developer', 'backend', 'developer', 'JavaScript', 'Node.js', 'Software Development', 'Android', 'computer', 'Computer Science']"
Digital Assurance Expert,MOBILY INFOTECH LTD INDIA -,"New Cairo, Cairo, Egypt",Cairo,Experienced,5 - 9 Yrs of Exp,"['IT/Software Development', 'Backend developer', 'backend', 'developer', 'JavaScript', 'Node.js', 'Software Development', 'Android', 'computer', 'Computer Science']"
Sales Manager- Hardware & IT Solution,Confidential -,"Heliopolis, Cairo, Egypt",Cairo,Manager,5 - 10 Yrs of Exp,"['Customer Service/Support', 'IT/Software Development', 'Sales/Retail', 'Information Technology (IT)', 'it solution', 'IT', 'Sales', 'Sales Manager', 'sales skills', 'Sales Target']"
Animator,Twine -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,Computer Science,"['Customer Service/Support', 'IT/Software Development', 'Sales/Retail', 'Information Technology (IT)', 'it solution', 'IT', 'Sales', 'Sales Manager', 'sales skills', 'Sales Target']"
IoT Engineer,HITS Solutions -,"Nasr City, Cairo, Egypt",Cairo,Experienced,2+ Yrs of Exp,"['Customer Service/Support', 'IT/Software Development', 'Sales/Retail', 'Information Technology (IT)', 'it solution', 'IT', 'Sales', 'Sales Manager', 'sales skills', 'Sales Target']"
Senior Full Stack Developer,OrobaSoft -,"Cairo, Egypt",Egypt,Experienced,4 - 5 Yrs of Exp,"['Customer Service/Support', 'IT/Software Development', 'Sales/Retail', 'Information Technology (IT)', 'it solution', 'IT', 'Sales', 'Sales Manager', 'sales skills', 'Sales Target']"
Q.A Document Control Lead Manager,Confidential -,"10th of Ramadan City, Cairo, Egypt",Cairo,Manager,8+ Yrs of Exp,"['Customer Service/Support', 'IT/Software Development', 'Sales/Retail', 'Information Technology (IT)', 'it solution', 'IT', 'Sales', 'Sales Manager', 'sales skills', 'Sales Target']"
Quality Engineer,Confidential -,"Fayoum, Egypt",Egypt,Experienced,3 - 5 Yrs of Exp,"['Customer Service/Support', 'IT/Software Development', 'Sales/Retail', 'Information Technology (IT)', 'it solution', 'IT', 'Sales', 'Sales Manager', 'sales skills', 'Sales Target']"
"Integration Developer "" TIBCO""",Efada Technology -,"6th of October, Giza, Egypt",Giza,Experienced,4 - 5 Yrs of Exp,"['Customer Service/Support', 'IT/Software Development', 'Sales/Retail', 'Information Technology (IT)', 'it solution', 'IT', 'Sales', 'Sales Manager', 'sales skills', 'Sales Target']"
Technical Consultant,Confidential -,"Amman, Jordan",Jordan,Experienced,5 - 11 Yrs of Exp,"['Customer Service/Support', 'IT/Software Development', 'Sales/Retail', 'Information Technology (IT)', 'it solution', 'IT', 'Sales', 'Sales Manager', 'sales skills', 'Sales Target']"
Enterprise System Implementation Specialist,Elsaba AutoService -,"Maadi, Cairo, Egypt",Cairo,Entry Level,1 - 2 Yrs of Exp,"['Customer Service/Support', 'IT/Software Development', 'Sales/Retail', 'Information Technology (IT)', 'it solution', 'IT', 'Sales', 'Sales Manager', 'sales skills', 'Sales Target']"
IT Services Engineer,Smart Technology Solutions -,"Sheraton, Cairo, Egypt",Cairo,Experienced,5+ Yrs of Exp,"['Customer Service/Support', 'IT/Software Development', 'Sales/Retail', 'Information Technology (IT)', 'it solution', 'IT', 'Sales', 'Sales Manager', 'sales skills', 'Sales Target']"
Assistant Professor of Mathematics (Al Ain Campus) - On-site,Abu Dhabi University -,"Dubai, United Arab Emirates",United Arab Emirates,Entry Level,Computer Science,"['Customer Service/Support', 'IT/Software Development', 'Sales/Retail', 'Information Technology (IT)', 'it solution', 'IT', 'Sales', 'Sales Manager', 'sales skills', 'Sales Target']"
Senior R&D Formulation Specialist,Semak -,"Dokki, Giza, Egypt",Giza,Experienced,3 - 5 Yrs of Exp,"['Customer Service/Support', 'IT/Software Development', 'Sales/Retail', 'Information Technology (IT)', 'it solution', 'IT', 'Sales', 'Sales Manager', 'sales skills', 'Sales Target']"
Full Stack Developer,Confidential -,"Santa Clara, United States",United States,Experienced,8 - 12 Yrs of Exp,"['Customer Service/Support', 'IT/Software Development', 'Sales/Retail', 'Information Technology (IT)', 'it solution', 'IT', 'Sales', 'Sales Manager', 'sales skills', 'Sales Target']"
Senior Product Designer,WUZZUF -,"Maadi, Cairo, Egypt",Cairo,Experienced,5+ Yrs of Exp,"['Customer Service/Support', 'IT/Software Development', 'Sales/Retail', 'Information Technology (IT)', 'it solution', 'IT', 'Sales', 'Sales Manager', 'sales skills', 'Sales Target']"
Software Development Specialist,Help AG -,"Cairo, Egypt",Egypt,Experienced,5 - 10 Yrs of Exp,"['Customer Service/Support', 'IT/Software Development', 'Sales/Retail', 'Information Technology (IT)', 'it solution', 'IT', 'Sales', 'Sales Manager', 'sales skills', 'Sales Target']"
Salesforce Developer / Architect-AI,Mr Buyer LLC -,"Cairo, Egypt",Egypt,Experienced,2+ Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Salesforce', 'Salesforce CRM', 'Full Stack Development', 'develper', 'Artificial Intelligence (AI)', 'API Development', 'Python Programming']"
Design Engineer - Oman,Confidential -,"Cairo, Egypt",Egypt,Experienced,10+ Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Salesforce', 'Salesforce CRM', 'Full Stack Development', 'develper', 'Artificial Intelligence (AI)', 'API Development', 'Python Programming']"
Senior Quality Control Engineer,Kandil Glass -,"10th of Ramadan City, Sharqia, Egypt",Sharqia,Experienced,5 - 7 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Salesforce', 'Salesforce CRM', 'Full Stack Development', 'develper', 'Artificial Intelligence (AI)', 'API Development', 'Python Programming']"
Application Consultant (Sales Buzz Product),BI-Technologies -,"New Cairo, Cairo, Egypt",Cairo,Experienced,2 - 6 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Salesforce', 'Salesforce CRM', 'Full Stack Development', 'develper', 'Artificial Intelligence (AI)', 'API Development', 'Python Programming']"
NLP Python Engineer,Confidential -,"Cairo, Egypt",Egypt,Experienced,5 - 8 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Salesforce', 'Salesforce CRM', 'Full Stack Development', 'develper', 'Artificial Intelligence (AI)', 'API Development', 'Python Programming']"
GIS Analyst,Geotech3D -,"Cairo, Egypt",Egypt,Entry Level,1 - 3 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Salesforce', 'Salesforce CRM', 'Full Stack Development', 'develper', 'Artificial Intelligence (AI)', 'API Development', 'Python Programming']"
Policy Analyst (Arabic Speaker),Greenfix Property Care -,"Dubai, United Arab Emirates",United Arab Emirates,Entry Level,Missing,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Salesforce', 'Salesforce CRM', 'Full Stack Development', 'develper', 'Artificial Intelligence (AI)', 'API Development', 'Python Programming']"
Chief Technology Officer,Confidential -,"New Cairo, Cairo, Egypt",Cairo,Manager,10+ Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Salesforce', 'Salesforce CRM', 'Full Stack Development', 'develper', 'Artificial Intelligence (AI)', 'API Development', 'Python Programming']"
Oracle ADF Developer,Informatique Education -,"Nasr City, Cairo, Egypt",Cairo,Experienced,4+ Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Salesforce', 'Salesforce CRM', 'Full Stack Development', 'develper', 'Artificial Intelligence (AI)', 'API Development', 'Python Programming']"
Compound Security Manager,Confidential -,"Hadayek October, Giza, Egypt",Giza,Manager,5 - 10 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Salesforce', 'Salesforce CRM', 'Full Stack Development', 'develper', 'Artificial Intelligence (AI)', 'API Development', 'Python Programming']"
Senior Presales Engineer,ITVISION for computer services -,"Dokki, Giza, Egypt",Giza,Experienced,5+ Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Salesforce', 'Salesforce CRM', 'Full Stack Development', 'develper', 'Artificial Intelligence (AI)', 'API Development', 'Python Programming']"
Sales Accounts Manager - IT Healthcare industry,Confidential -,"Cairo, Egypt",Egypt,Experienced,5 - 10 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Salesforce', 'Salesforce CRM', 'Full Stack Development', 'develper', 'Artificial Intelligence (AI)', 'API Development', 'Python Programming']"
Senior Oracle ADF Developer,Informatique Education -,"Nasr City, Cairo, Egypt",Cairo,Experienced,10+ Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Salesforce', 'Salesforce CRM', 'Full Stack Development', 'develper', 'Artificial Intelligence (AI)', 'API Development', 'Python Programming']"
Production Internship - Alexandria,Prometeon tyres group – Egypt -,"Ameria, Alexandria, Egypt",Alexandria,Entry Level,0 - 1 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Salesforce', 'Salesforce CRM', 'Full Stack Development', 'develper', 'Artificial Intelligence (AI)', 'API Development', 'Python Programming']"
Intern Engineer,Easy Life Technologies -,"New Cairo, Cairo, Egypt",Cairo,Student,Missing,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Salesforce', 'Salesforce CRM', 'Full Stack Development', 'develper', 'Artificial Intelligence (AI)', 'API Development', 'Python Programming']"
Application Support Engineer (CRM),STM -,"New Cairo, Cairo, Egypt",Cairo,Experienced,3 - 5 Yrs of Exp,"['Installation/Maintenance/Repair', 'IT/Software Development', 'CRM Application', 'Salesforce CRM', 'CRM Software']"
Jr Executive – Fintech Client Support,ICRMS -,"Maadi, Cairo, Egypt",Cairo,Entry Level,0 - 2 Yrs of Exp,"['Installation/Maintenance/Repair', 'IT/Software Development', 'CRM Application', 'Salesforce CRM', 'CRM Software']"
Analyst - Inventory and Assets,Sobha Constructions -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,Computer Science,"['Installation/Maintenance/Repair', 'IT/Software Development', 'CRM Application', 'Salesforce CRM', 'CRM Software']"
Information Security Officer- GRC,Alshaya -,"Cairo, Egypt",Egypt,Experienced,3 - 5 Yrs of Exp,"['Installation/Maintenance/Repair', 'IT/Software Development', 'CRM Application', 'Salesforce CRM', 'CRM Software']"
IT Help Desk Specialist,Egypro FME -,"Maadi, Cairo, Egypt",Cairo,Experienced,1 - 3 Yrs of Exp,"['Installation/Maintenance/Repair', 'IT/Software Development', 'CRM Application', 'Salesforce CRM', 'CRM Software']"
IT Specialist,Femex Egypt -,"Sheraton, Cairo, Egypt",Cairo,Experienced,2 - 4 Yrs of Exp,"['Installation/Maintenance/Repair', 'IT/Software Development', 'CRM Application', 'Salesforce CRM', 'CRM Software']"
Sustainability Manager,Egypt Kuwait Holding -,"Agouza, Giza, Egypt",Giza,Experienced,7 - 13 Yrs of Exp,"['Installation/Maintenance/Repair', 'IT/Software Development', 'CRM Application', 'Salesforce CRM', 'CRM Software']"
IT Engineer,Gazelle Envelope Manufacturers  -,"6th of October, Giza, Egypt",Giza,Experienced,3 - 8 Yrs of Exp,"['Installation/Maintenance/Repair', 'IT/Software Development', 'CRM Application', 'Salesforce CRM', 'CRM Software']"
Implementation Engineer,E@7CYBER FZCO -,"Cairo, Egypt",Egypt,Experienced,6 - 20 Yrs of Exp,"['Installation/Maintenance/Repair', 'IT/Software Development', 'CRM Application', 'Salesforce CRM', 'CRM Software']"
ERP Specialist,Marbella For Food Industry  -,"6th of October, Giza, Egypt",Giza,Experienced,1 - 3 Yrs of Exp,"['Installation/Maintenance/Repair', 'IT/Software Development', 'CRM Application', 'Salesforce CRM', 'CRM Software']"
Senior .NET Developer,Swisstech -,"Cairo, Egypt",Egypt,Experienced,5+ Yrs of Exp,"['Installation/Maintenance/Repair', 'IT/Software Development', 'CRM Application', 'Salesforce CRM', 'CRM Software']"
Oracle Developer,Ultimate Solutions Egypt -,"Sheikh Zayed, Giza, Egypt",Giza,Entry Level,1 - 3 Yrs of Exp,"['Installation/Maintenance/Repair', 'IT/Software Development', 'CRM Application', 'Salesforce CRM', 'CRM Software']"
Foreign Procurement Specialist,BituNil -,"Heliopolis, Cairo, Egypt",Cairo,Entry Level,1 - 3 Yrs of Exp,"['Installation/Maintenance/Repair', 'IT/Software Development', 'CRM Application', 'Salesforce CRM', 'CRM Software']"
Senior Talent Acquisition ( Pharmaceutical ),Outservingplus -,"Cairo, Egypt",Egypt,Experienced,3 - 5 Yrs of Exp,"['Installation/Maintenance/Repair', 'IT/Software Development', 'CRM Application', 'Salesforce CRM', 'CRM Software']"
